id,name,description
143852,Répartir entre les communes (moins de 10 000 habitants)  les recettes des amendes de police,"**Objectifs**

Les sommes allouées en application des articles R. 2334-10 et R. 2334-11 du Code Général des Collectivités Territoriales sont utilisées au financement des opérations suivantes :

**Pour les transports en commun :**

-   Aménagements et équipements améliorant la sécurité des usagers, l'accueil du public, l'accès aux réseaux, les liaisons entre réseaux et avec les autres modes de transport ;
-   Aménagements de voirie / route, équipements destinés à une meilleure exploitation des réseaux ;
-   Equipements assurant l'information des usagers, l'évaluation du trafic et le contrôle des titres de transport.

**Pour la circulation routière :**

-   Etude et mise en œuvre de plans de circulation ;
-   Création de parcs de stationnement ;
-   Installation et développement de signaux lumineux et de la signalisation horizontale ;
-   Aménagement de carrefours ;
-   Différenciation du trafic ;
-   Travaux commandés par les exigences de la sécurité routière ;
-   Etudes et mise en œuvre d'expérimentations de zones d'actions prioritaires pour l'air prévues à l'article L. 228-3 du code de l'environnement.

**Bénéficiaires**

-   Communes de moins de 10 000 habitants
-   EPCI de moins de 10 000 habitants ayant une triple compétence en matière de voirie communale, transports en communs et parcs de stationnement

**Pièces à fournir**

-   Une délibération du Conseil Municipal récente validée par la Préfecture, approuvant le projet, validant le plan de financement, autorisant le(la) maire à solliciter une subvention ;
-   Une notice explicative et détaillée des travaux projetés,
-   Un plan de situation clair ;
-   Un devis détaillé du projet.

[Cliquer ici pour télécharger le catalogue des aides du Département de la Haute-Loire (format pdf)](http://docs-aides.hauteloire.fr/catalogue_aides/catalogue_aides_CD43.pdf)"
143860,"Mobiliser les acteurs de vos territoires et créer des projets collectifs résilients, durables et ancrés localement !","Les transitions ne s'inventent pas seul, dans un bureau, elles s'expérimentent et se vivent sur le terrain avec celles et ceux qui composent les territoires : les habitant·es, les élu·es, les acteurs économiques et associatifs... Créer des rencontres, orchestrer des collaborations, favoriser les approches transverses font émerger des projets résilients, durables et ancrés dans leur territoire. On vous accompagne ?

**1) Mobilisez les parties prenantes autour de vos politiques publiques** : Vous voulez co-construire des projets et des politiques publiques qui font sens sur le territoire ?

Nous vous accompagnons et vous formons à la mobilisation de votre écosystème grâce à des expériences de contribution active : diagnostics participatifs, animation d'ateliers d'intelligence collective, animation de collectifs dans la durée, etc. Voir nos [références](https://france.makesense.org/wp-content/uploads/sites/6/2023/01/makesense-banque-de-cas-territoires.pdf)

**2) Lancez des dynamiques collaboratives sur vos problématiques prioritaires :** Transition énergétique, alimentaire, mobilité douce, vous avez identifié des sujets prioritaires qui ne pourront se résoudre que si des actions coordonnées se mettent en place sur le territoire ?

Nous vous aidons à lancer et à implémenter des coalitions d'acteurs : diagnostic et cartographie, identification des acteurs clés, animations d'ateliers collaboratifs (collaborathons), animation de groupes de travail, développement des projets dans le temps par des collectifs, etc. Voir nos [références](https://france.makesense.org/wp-content/uploads/sites/6/2023/01/makesense-banque-de-cas-territoires.pdf)  

**3) Faites émerger des projets impactants sur votre territoire :** Vous avez identifié des problématiques qui nécessitent la création de nouvelles solutions à l'échelle de votre territoire ?

Nous vous accompagnons à faire émerger et à développer des projets à impact social tout en vous formant à de nouveaux outils d'accompagnement : identification des problématiques, atelier d'émergences d'idées, design de parcours, sourcing de potentiels entrepreneurs et porteurs de solutions, accompagnement pour viabiliser les projets dans le temps, etc. Voir nos [références](https://france.makesense.org/wp-content/uploads/sites/6/2023/01/makesense-banque-de-cas-territoires.pdf)"
144492,"Soutenir les Musées, le Patrimoine et l'Archéologie des Landes : Aide aux Musées de France - Aide aux autres acteurs patrimoniaux","Reconnaissant le patrimoine comme facteur d'identité et d'attractivité des territoires, de développement personnel du citoyen, le Département des Landes soutient et promeut une action culturelle et patrimoniale globale s'appuyant sur un réseau de partenaires structurants, qui vise la qualité, l'accessibilité pour tous les publics, l'implication des territoires et des populations, et l'équité territoriale.

En complément du règlement d'aide à la restauration du patrimoine protégé des communes et de leur groupement, le présent règlement d'aides aux musées, au patrimoine et à l'archéologie des Landes a pour objectifs de :  

-   conforter les musées de France comme des acteurs-équipements structurants de cette dynamique par leurs missions permanentes réglementaires inscrites dans un projet scientifique et culturel pluriannuel (telles que définies à l'article L441-2 du Code du Patrimoine, et conformément à la loi du 7 juillet 2016 relative à la liberté de la création, à l'architecture et au patrimoine).
-   renforcer les actions en réseau, afin de mieux valoriser les Landes comme destination muséale et patrimoniale.
-   soutenir des actions d'études, recherches et inventaires qui favorisent des projets territoriaux, en matière de culture, tourisme et patrimoine, ou y participent ;
-   valoriser le patrimoine landais auprès du plus grand nombre par des expositions et manifestations présentant un caractère départemental et un intérêt scientifique et culturel avérés ;
-   favoriser le """"parcours d'éducation artistique et culturelle"""" de l'élève, instauré par la loi du 8 juillet 2013 d'orientation et de programmation pour la refondation de l'école de la République et formalisé dans la loi du 7 juillet 2016 relative à la liberté de création, à l'architecture et au patrimoine ;
-   encourager le partage, la mutualisation d'expériences, la formation des acteurs du territoire, l'implication citoyenne."""
144512,Financer la gestion et la valorisation des cours d'eau et milieux humides associés,"Les 4 500 kilomètres de rivières des Landes doivent continuer à remplir leur rôle sur le territoire, de réseau naturel pour la biodiversité, de lieu de loisirs (pêche, activités nautiques, promenade...) et de vecteur du développement économique.

Pour tenir les objectifs d'atteinte du bon état des eaux, fixés par la Directive Cadre européenne sur l'Eau et repris dans le Schéma Directeur d'Aménagement et de Gestion des Eaux du Bassin Adour-Garonne, une implication de tous les acteurs du territoire est nécessaire.

C'est pourquoi, le Département entend pérenniser la politique volontariste engagée depuis de nombreuses années en faveur des rivières et qui se traduit par un soutien aux structures gestionnaires, en les accompagnant dans leurs projets de gestion raisonnée de ces milieux, à l'échelle des bassins versants.

Les modalités d'interventions présentées ci-après s'entendent dans la limite des enveloppes budgétaires votées annuellement par l'Assemblée départementale.

**→ Objectifs poursuivis**

Le Département est susceptible d'accorder aux communes (Titre IV uniquement), aux établissements publics de coopération intercommunale (EPCI) et aux syndicats mixtes ayant compétence en matière de gestion des cours d'eau, des aides pour des opérations (études, travaux, acquisitions foncières et actions d'animation) visant à améliorer la gestion de l'espace rivière (cours d'eau et milieux humides associés) et de son bassin versant, en correspondance avec les objectifs visés par le schéma départemental pour la gestion et la valorisation des cours d'eau :

-   **en termes d'objectifs généraux :**

\- atteinte du bon état des masses d'eau tel que défini par la Directive-Cadre européenne sur l'Eau et retranscrite dans les SAGE (Schéma d'Aménagement et de Gestion des Eaux) et les PAOT (Plan d'Action Opérationnel Territorialisé) ;

\- prise en compte de la préservation et de la valorisation de la qualité des milieux liés à l'espace rivière, préalablement à toute intervention, le réseau hydrographique landais et ses zones humides associées constituant la trame bleue départementale ;

\- gestion des cours d'eau et des milieux humides associés à une échelle hydrographique cohérente qui est celle, de préférence, du bassin versant ;

\- mise en place d'une gestion pérenne qui englobe le fonctionnement d'un bassin versant, en intégrant non seulement le cours d'eau principal mais aussi ses affluents et les milieux humides associés ;

\- prise en compte des thématiques complémentaires telles que la qualité de l'eau, la gestion quantitative et la gestion des usages ;

-   **en termes d'objectifs spécifiques identifiés par type de cours d'eau :**

\- l'identification des objectifs prioritaires effectuée par nature d'enjeu et pour chacun des 4 grands types de cours d'eau du département, à savoir les cours d'eau à fort module, les cours d'eau côtiers, les cours d'eau du plateau landais et assimilés et les cours d'eau du sud Adour et petits affluents de l'Adour est explicitée dans le document « politique départementale de gestion et de valorisation des cours d'eau landais : bilan et perspectives » tel que validé par l'Assemblée départementale le 6 novembre 2009.

_cf. descriptif complet sur le guide des aides sur landes.fr_"
145000,Encourager l'enfouissement des réseaux EDF et Télécom,"**CONTENU DU PROGRAMME**

**\> Les ouvrages publics de distribution d'énergie électrique existants :**

-   Dans les zones où les communes font des travaux au titre de l'aménagement urbain, les sites inclus dans le périmètre d'un habitat aggloméré.
-   Dans les sites à proximité des monuments historiques, faisant l'objet d'un classement ou d'une inscription, sites classés, inscrits ou sites naturels protégés.

**\> Les ouvrages publics de télécommunication existants :**

-   Dans les zones où les communes font des travaux au titre de l'aménagement urbain, les sites inclus dans le périmètre d'un habitat aggloméré.
-   Dans les sites à proximité des monuments historiques, faisant l'objet d'un classement ou d'une inscription, sites classés, inscrits ou sites naturels protégés.

**TAUX DE LA SUBVENTION**

-   Réseaux électriques : 20 % du coût estimatif HT des travaux.
-   Réseaux de télécommunication : 30 % du coût estimatif HT des travaux.

**CARACTÉRISTIQUES DE LA SUBVENTION**

Une subvention d'ENEDIS peut intervenir à hauteur de 40 % dans le cadre de l'article 8 du cahier des charges de la concession, uniquement pour les communes ayant transféré leur pouvoir concédant au SMED 13.

La prise en compte d'une opération par le SMED 13 et ENEDIS au titre de l'article 8 n'entraîne pas systématiquement l'abondement du Département ; de même l'aide départementale peut intervenir sur une opération qui n'aurait pas été prise en compte par ENEDIS.

Pour chaque catégorie de réseaux (distribution d'énergie électrique, télécommunication) **le montant de la dépense subventionnable est plafonné à 95.000€ HT par commune et par an.**

Les communes peuvent à leur convenance transférer ou pas la maîtrise d'ouvrage des travaux au SMED 13.

Le nombre de dossiers n'est pas limité."
145004,Renforcer la sécurité publique,"**CONTENU DU PROGRAMME**

-   Aide à l'installation de systèmes de vidéoprotection et de systèmes permettant le contrôle des accès pour la prévention et la sécurité sur la voie publique et les bâtiments publics pouvant contribuer à la sécurité des citoyens avec une priorité donnée à la mise en place de la vidéoprotection aux abords des collèges et aux établissements recevant des enfants.
-   Accompagnement au Plan départemental de la prévention de la délinquance.
-   Aide aux équipements dédiés à la police municipale.
-   Aide aux équipements de la Réserve communale de sécurité civile.

**SONT SUBVENTIONNÉS**

-   Les études techniques de faisabilité pour l'installation de dispositifs de surveillance sur la voie publique, sur les bâtiments et équipements publics.
-   L'élaboration d'un Plan Communal de Sauvegarde (PCS) pour la mise en œuvre d'une réserve communale de sécurité civile appelée à gérer les situations de crise et risques majeurs.

**LES AUTRES INVESTISSEMENTS**

-   Acquisition de matériels et de logiciels constituant la chaîne de la vidéoprotection depuis les caméras jusqu'aux équipements permettant la restitution et le traitement des images.
-   Les travaux et équipements permettant le contrôle des accès et la prévention contre les intrusions (ex. visiophones, caméras dans les parties communes, renforcement et protection des ouvertures etc.).
-   Les travaux de génie civil pour le déploiement du réseau.
-   Acquisition de véhicules (véhicules électriques, vélos, scooters, gyropodes etc.) et matériels (gilets pare-balles, armes etc.) destinés à la Police municipale.
-   Acquisition de matériels et de véhicules dédiés à la réserve communale de sécurité civile (gilets réfléchissants, talkie-walkie etc.).

**NE SONT PAS SUBVENTIONNÉS**

-   Le mobilier des salles techniques d'exploitation.
-   Les frais de formation du personnel.
-   Le remplacement de caméras ou de systèmes existants depuis moins de 5 ans.
-   Le petit matériel consommable (gants jetables, spray lacrymogène, ...)

**TAUX DE FINANCEMENT**

-   De 20% à 60% du coût global hors taxes de la dépense, en fonction de l'intérêt du projet mais aussi des autres participations.
-   Pour le financement de l'installation de la vidéoprotection et des équipements de prévention contre les intrusions autour et aux abords des collèges et des bâtiments recevant des enfants (écoles, crèches, CLSH), la dépense subventionnable et le taux seront définis en fonction du projet mais aussi des autres participations (État et Région) dans la limite de 80%.

Nombre de dossiers limité à 3 par commune et par an, dont un pour les bâtiments accueillant des enfants, un pour les autres équipements de vidéoprotection et de prévention contre les intrusions, et un dossier dédié aux équipements pour la police municipale ou la réserve communale de sécurité civile.

**CARACTÉRISTIQUES DE LA SUBVENTION**

-   Production par la commune d'une note méthodologique détaillée présentant sa démarche globale de sécurité et sa cohérence avec les moyens de vidéoprotection retenus.
-   Production d'un plan qui délimite le périmètre vidéo protégé aux abords du collège.
-   Production de l'autorisation préfectorale ou de la déclaration CNIL (si enregistrement des données dans un fichier permettant l'identification directe ou indirecte des personnes physiques), pour la vidéoprotection de la voie publique, d'un lieu ou d'un établissement ouvert au public.
-   Pour les communes de plus de 10 000 habitants ou pour les communes de moins de 10 000 habitants concernées par une Zone Urbaine Sensible (ZUS), obligation de création d'un Conseil Local de Sécurité et de Prévention de la Délinquance (CLSPD) ou d'un Conseil Intercommunal de Sécurité et de Prévention de la Délinquance (CISPD) et production d'un diagnostic local de sécurité avec présentation d'une stratégie générale de sureté.
-   La commune devra en outre indiquer si un conseil des droits et des devoirs des familles ou une cellule de ""citoyenneté et de tranquillité publique"" a été mis en place ou est en passe de l'être (expérimentation en cours dans les Bouches-du-Rhône).
-   Engagement du maître d'ouvrage (commune ou groupement) à prendre un installateur titulaire d'une certification reconnue par la Préfecture en application de l'arrêté ministériel du 5 janvier 2011.

**MODALITÉS SPÉCIFIQUES DE VERSEMENT**

-   Ces dispositions d'ordre général sont explicitées dans le ""mode d'emploi"", en pages 6 et 10 du guide de l'aide aux communes.
-   Production d'une attestation de conformité aux spécificités techniques minimales des images de systèmes de vidéoprotection conformément à l'arrêté interministériel du 3 août 2007 et de l'annexe technique du 20 août 2007 pour le versement de la subvention.
-   Production de la certification de l'installateur conformément à l'arrêté ministériel du 14 janvier 2011 relatif aux conditions de certification des installateurs de système de vidéosurveillance"
145872,Lutter contre les VHSS (violences et harcèlement sexistes et sexuels) dans le spectacle vivant et les arts visuels (FALC),"Le ministère de la Culture a mis en place un plan pour lutter contre les violences et harcèlement sexistes et sexuels ou VHSS. Vous travaillez dans le secteur du spectacle vivant et des arts visuels ? Vous demandez ou souhaitez renouveler une aide financière auprès du ministère de la culture ?

Depuis 2022, les structures culturelles du **spectacle vivant** et des **arts visuels** doivent respecter le plan de lutte contre les VHSS. C'est une condition pour recevoir les aides financières du ministère de la culture.

**Qu'est-ce que le plan de lutte contre les VHSS ?**

Le ministère de la Culture a mis en place le plan de lutte contre les VHSS (violences et harcèlements sexistes et sexuels). C'est la loi ""Schiappa"", votée le 3 août 2018.

La loi ""Schiappa"" renforce la lutte contre les violences sexuelles et sexistes. Par exemple contre les violences sexuelles, contre les comportements ou les paroles mal placées à connotations sexuelles, ...

Cette loi veut :

-   mieux protéger les victimes de violences sexuelles et sexistes
-   condamner plus lourdement les auteurs de violences sexuels et sexistes

La loi demande de mettre en place des actions pour lutter contre les VHSS au travail. Le ministère de la culture met en place plusieurs actions.

Par exemple la mise en place d'une plateforme d'écoute psychologique et juridique pour les victimes ou témoins.

Le ministère de la culture met en place plusieurs actions. Par exemple la mise en place d'une plateforme d'écoute psychologique et juridique pour les victimes ou témoins.

Pour en savoir plus, téléchargez et consultez ce document : [Coordonnées de la cellule d'écoute Audiens.pdf](/Media/Medias-creation-rapide/Coordonnees-de-la-cellule-d-ecoute-Audiens.pdf ""Coordonnées de la cellule d'écoute Audiens.pdf (.PDF - 233 KO) - (nouvelle fenêtre)"")

Depuis 2022 les structures culturelles dans les secteurs du spectacle du vivant et de l‘art visuel qui demandent une aide financière doivent remplir un dossier.

Ce dossier doit :

-   Décrire les mesures prises pour respecter la loi Schiappa.
-   Montrer comment ma structure va mettre en place les actions du plan de lutte contre les VHSS du ministère de la Culture.

**Quels sont les 5 engagements à respecter ?**

1.  **Respecter les obligations légales pour lutter contre les VHSS, inscrites dans le code du travail.**  
    Par exemple désigner une personne responsable de la lutte contre les VHSS. On parle de personne référente.
2.  **Former les personnes qui encadrent les employés et les personnes référentes pour éviter les VHSS.**  
    Par exemple pour connaître les obligations légales
3.  **Sensibiliser les employés sur les VHSS.**  
    Par exemple afficher les informations sur les VHSS.
4.  **Accompagner les témoins ou victimes qui signalent une VHSS.**  
    Par exemple les informer de leurs droits et les protéger.
5.  **Évaluer les actions mises en place pour lutter contre les VHSS.**  
    Par exemple avec un questionnaire anonyme distribué aux employés.

Vous souhaitez en savoir plus sur le plan de lutte contre les VHSS dans votre secteur ? Vous pouvez télécharger et consulter ces documents :

-   [Plan de lutte contre les VHSS dans le Spectacle vivant.pdf](/Media/Medias-creation-rapide/Plan-de-lutte-contre-les-VHSS-dans-le-Spectacle-vivant.pdf ""Plan de lutte contre les VHSS dans le Spectacle vivant.pdf (.PDF - 158 KO) - (nouvelle fenêtre)"")
-   [Plan de lutte contre les VHSS dans les Arts visuels.pdf](/Media/Medias-creation-rapide/Plan-de-lutte-contre-les-VHSS-dans-les-Arts-visuels.pdf ""Plan de lutte contre les VHSS dans les Arts visuels.pdf (.PDF - 246 KO) - (nouvelle fenêtre)"")

**Comment déposer un dossier ?**

1.  Cliquer sur le bouton ""Accéder au formulaire"" en bas de page.
2.  Connectez-vous ou créez un compte, puis laissez-vous guider pour remplir le formulaire.

Si le ministère de la Culture vous accorde une aide financière, le formulaire sera un document officiel. Ce formulaire sera joint aux documents du projet, c'est-à-dire à la convention ou l'arrêté de subvention.

Ceci signifie que vous devrez mettre en place les actions pour lutter contre les VHSS décrites dans le formulaire.

Nous vous demanderons un bilan détaillé des actions réalisées à la fin du projet ou tous les ans si le projet dure plusieurs années."
145879,Soutenir les résidences territoriales artistiques et culturelles en milieu scolaire,"Les résidences d'artistes permettent de soutenir la démarche artistique personnelle et innovante d'un artiste ou d'un collectif, en ouvrant un espace de recherche, de création et de transmission au sein d'un établissement scolaire. Ces projets d'éducation artistique et culturelle se font en partenariat étroit avec les équipes pédagogiques des établissements scolaires, au bénéfice de tous les élèves.

**Qu'est-ce que la résidence territoriale artistique et culturelle ?**

La résidence territoriale artistique et culturelle en milieu scolaire a pour ambition de :

-   participer au développement de [l'éducation artistique et culturelle Ouvre une nouvelle fenêtre](https://www.education.gouv.fr/l-education-artistique-et-culturelle-7496)
-   construire une collaboration entre des professionnels des métiers artistiques et culturels, des équipes éducatives et un nombre conséquent de classes
-   approfondir les partenariats sur un territoire, en complémentarité d'autres dispositifs existants

La résidence a vocation à s'ouvrir et à rayonner sur un territoire. Elle peut donc concerner plusieurs établissements scolaires. Dans ce cas, un établissement pilote doit être désigné pour animer le réseau des établissements scolaires associés et veiller à la mise en place et au fonctionnement d'un comité de suivi commun. Une résidence peut ainsi contribuer à fédérer les relations entre écoles, collèges et lycées d'un même territoire.

Plus largement, l'action de la résidence peut rejaillir sur celle d'une diversité d'acteurs du territoire (centres de loisirs, maisons des jeunes et de la culture, maisons de quartier, centres sociaux, associations, centres médico-sociaux, unités de la protection judiciaire de la jeunesse, centres hospitaliers, maisons de retraite, etc.). La résidence doit fédérer un nombre significatif d'élèves et une équipe pluridisciplinaire d'enseignants au sein de chaque établissement concerné.

**Objectifs de la démarche**

La résidence territoriale artistique et culturelle en milieu scolaire a pour objectifs de :

-   contribuer à réduire les inégalités d'accès à l'art et à la culture
-   permettre au plus grand nombre d'appréhender le processus de création qu'il soit en lien avec la création contemporaine, le patrimoine ou la culture scientifique, ou les programmes scolaires
-   ouvrir à une autre vision du monde et de développer l'esprit critique de l'élève
-   proposer une éducation artistique et culturelle fédératrice concernant aussi bien les enfants et les jeunes que leurs familles
-   contribuer au développement artistique et culturel du territoire (patrimoine, lecture publique, musées, cinéma, théâtre, danse, musique et pratique chorale, etc.) en inscrivant le projet dans une dynamique locale (communale, intercommunale, etc.) et participative (publics, établissements scolaires, structures municipales et associatives), tout en mobilisant la communauté éducative

**L'appel à projets ""Résidence de recherche et de création en territoire scolaire"" est proposé et subventionné par la Direction des affaires culturelles (DAC) de La Réunion.**

Le projet artistique est conçu comme une mise en partage de l'acte de création et du processus de recherche qui lui est associé. Il offre un espace d'ouverture, de réflexion et de rencontres, dont les élèves et les équipes pédagogiques sont parties prenantes. Il comporte un temps de transmission auprès des jeunes et de restitution pouvant se faire dans ou en dehors de l'établissement scolaire. L'articulation et la porosité entre acte de création, partage et transmission sont au cœur de l'identité de ce programme.

Il s'adresse de manière privilégiée à une ou deux classes de l'école ou de l'établissement d'accueil tout en rayonnant plus largement sur l'ensemble de l'établissement et du territoire (structures culturelles sociales, acteurs locaux), notamment lors des temps de restitution. Le projet mené peut s'ouvrir à d'autres dispositifs : école ouverte, plan mercredi, ...  
Une attention particulière sera portée aux projets se déroulant dans les territoires les plus éloignés de l'offre culturelle : les zones rurales, les Cirques, les Hauts de La Réunion et le réseau de l'éducation prioritaire.

Les projets de recherche et de création artistique sont de réels leviers pour atteindre l'objectif du 100 % EAC et contribuent à renforcer le lien école-collège- lycée.

**Durant votre résidence de recherche et de création en territoire scolaire, merci de prévoir dans votre planning détaillé un créneau sur lequel vous inviterez le conseiller EAC (sur l'un des temps d'intervention et/ou la restitution).**

**En amont de toute demande de subvention, merci de prendre contact avec les conseillers EAC de la DAC pour vous guider dans la construction de votre projet.**

**Montant de la subvention**

La subvention ne peut excéder 80 % du budget total de l'action.

**Modalités d'attribution de la subvention**

La subvention est réalisée en versement unique, à l'issue de la Commission de sélection des dossiers.

**Modalités d'évaluation des dossiers**

Les dossiers déposés seront examinés selon les critères suivants :

-   la qualité du projet de création et de recherche artistique et culturelle
-   le lieu d'implantation de la résidence : une attention particulière sera portée aux projets qui se dérouleront dans les Cirques, les Hauts de La Réunion, les zones rurales et le réseau de l'éducation prioritaire au titre de la politique de la ville (REP, REP+)
-   une présence minimale de 20 jours au sein de l'établissement scolaire concerné (en temps scolaire ou périscolaire)
-   l'ouverture à d'autres établissements (projets inter-établissements et/ou inter-degré)
-   l'ouverture à l'environnement de l'établissement : familles, quartiers etc
-   l'ancrage sur le territoire réunionnais
-   la faisabilité technique et financière du projet

**Calendrier**

-   Ouverture du dépôt des dossiers : 31 juillet 2023.
-   **Date limite de dépôt des dossiers : 08 octobre 2023, 23h59 (heure de Paris)** . Aucun dossier ne pourra être déposé ou pris en compte après cette date.
-   Annonce des résultats : à l'issue de la Commission de sélection, les usagers recevront un avis favorable ou défavorable à leur demande via la plateforme Démarches Simplifiées."
145880,Encourager les actions de sensibilisation aux enjeux linguistiques qui visent à toucher tous les publics,"La langue française est un bien commun, vecteur d'intégration dans les territoires, d'innovation, de valorisation de jeunes talents et d'appartenance à la francophonie. Le ministère de la Culture soutient financièrement les projets œuvrant au développement et à la sensibilisation des publics à la langue française et à la diversité linguistique.

**La sensibilisation et le développement des publics**  

Loin d'être un simple instrument de communication, la langue française est avant tout un facteur d'identité culturelle, de cohésion sociale et de solidarité entre les communautés francophones. Elle est aussi un levier indispensable pour l'accès aux savoirs et aux expressions artistiques. Ce sont toutes ces caractéristiques qui motivent la délégation générale de la langue française et aux langues de France (DGLFLF) à **encourager les actions de sensibilisation aux enjeux linguistiques qui visent à toucher tous les publics.** Le but est de susciter leur engagement et de mettre à leur disposition des outils interactifs dont ils peuvent s'emparer.

**Objectifs de la démarche**

En apportant son soutien financier, la DGLFLF s'attache à encourager les structures au cœur des territoires qui permettent l'identification de jeunes talents et le développement de projets innovants. Cette démarche vise à :

-   faire émerger des projets pour rapprocher de la langue française les publics les plus fragiles
-   pour contribuer à développer en France même un sentiment d'appartenance à la communauté francophone

**Montant de la subvention**

Le montant de la subvention est déterminé́ selon la nature et la qualité́ du projet et les dépenses nécessaires à sa réalisation. La subvention a un caractère incitatif et doit avoir un effet de levier de nature à permettre de recueillir d'autres soutiens.

**Modalités d'attribution de la subvention**

Les subventions allouées par la DGLFLF sont attribuées sur une base annuelle, en un seul versement, sur présentation d'un projet détaillé et chiffré.

**Modalités d'évaluation des dossiers**

Les subventions allouées par la DGLFLF sont attribuées sur une base annuelle, en un seul versement, sur présentation d'un projet détaillé et chiffré précisant pour les projets : calendrier et budget prévisionnel, programme, prévisions de diffusion, objectifs, publics visé.

À la validation de votre demande, votre dossier sera transmis au service de l'administration qui est chargé de son instruction. Parallèlement, vous recevrez un accusé d'enregistrement à l'adresse que vous avez renseignée lors de la création de votre compte. Ce courriel contient toutes les informations relatives aux suites données à votre démarche.

**Calendrier**

-   Ouverture du dépôt des dossiers : 03 janvier 2024.
-   **Date limite de dépôt des dossiers : 30 juin 2024, 23h59 (heure de Paris).** Aucun dossier ne pourra être déposé ou pris en compte après cette date."
145963,Développer des pôles d'excellence pour renforcer les liens entre la science et les entreprises,"Horizon Europe - 2021-2027

\-----

Horizon Europe - Pôles d'excellence visant à renforcer les liens entre la science et les entreprises.

\-----

Budget détaillé par topic ci-dessous

\-----

Montant par topic :

-   HORIZON-WIDERA-2023-ACCESS-07-01 : 60 millions d'euros

\-----

\-----

Certains financements au titre du programme Horizon Europe sont structurés en réponse à des ambitions politiques (« destinations ») et déployés à travers des appels à propositions (« Calls for proposals ») ciblant des thématiques ou secteurs plus précis (« Topics »). Ainsi, votre candidature doit être directement reliée à un topic d'un appel à propositions. **Différentes catégories de projets sont éligibles :**

-   RIA, Research and Innovation Actions : Recherche basique et appliquée / Développement et adoption de technologies / Essai et validation d'un prototype en laboratoire
-   IA, Innovation Actions : Prototypes, tests, démonstrations, projets pilotes, placement sur le marché. Ces actions peuvent inclure un volet limité aux activités de R&D
-   CSA, Coordination and Support Actions : Réseautage, études & conférences, communication, études pour de nouvelles infrastructures de recherche
-   MSCA, Marie Skłodowska-Curie Actions / Bourses ERC : Réseaux de formation pour les chercheurs, Bourses individuelles pour les chercheurs expérimentés, Echange de personnels – mobilité pour les chercheurs et le personnel non scientifique

**De même, les appels précisent les bénéficiaires attendus :**

-   Projets collaboratifs, composées d'un coordinateur et des partenaires (consortium)
-   Projets mono-bénéficiaires, impliquant une seule organisation
-   Bourses individuelles, ouvertes à des personnes physiques en leur nom propre avec leur établissement de rattachement

TOPICS : A venir

-   HORIZON-WIDERA-2023-ACCESS-07-01 : Pôles d'excellence"
146348,"Aider à la création, au développement et à la professionnalisation d'un garage solidaire ou d'un service de location sociale","**Le Réseau Agil'ess, le réseau national des garages et loueurs solidaires**  

Notre association a pour but de rassembler et d'œuvrer pour le développement et la professionnalisation des garages et loueurs solidaires qui interviennent en faveur de la mobilité pour tous. En 2023, il regroupe 50 structures sur l'ensemble du territoire.  

Les garages et loueurs sociaux et solidaires sont des structures de l'Économie Sociale et Solidaire proposant des solutions et des accompagnements adaptés à des personnes situation de précarité et/ou en insertion professionnelle : réparation, entretien, location de véhicules à bas tarif (voiture, vélo, etc.), mais aussi micro-transport social, atelier de formation à la mécanique... Une majorité d'entre elles sont des Structures d'Insertion par l'Activité Economique (SIAE), recrutant des personnes éloignées de l'emploi. Depuis plusieurs années, les garages et loueurs solidaires développent des solutions ayant un faible impact sur l'environnement (location de vélo, de véhicule électrique, covoiturage, etc.).

**Notre accompagnement**

Nous avons développé une expertise importante sur la création d'activité de mobilité solidaire. Nous proposons différentes formes d'accompagnements, adaptés chaque situation : étude de faisabilité du projet, modélisation économique et mise en place du projet. Ainsi, notre accompagnement peut vous permettre d'accéder à :

-   Une étude de marché
-   Une cartographie des acteurs sur votre territoire
-   L'tat des lieux de l'activité sur le territoire
-   La compréhension les besoins et la actions pour structurer votre projet
-   Une aide pour mettre en place d'un modèle économique pérenne (création de budget prévisionnel, notes explicatives)
-   La préparation d'une gouvernance et d'un modèle de gestion d'un garage solidaire
-   Un focus sur les partenariats
-   Des échanges de bonnes pratiques
-   Une aide au fonctionnement et gestion quotidienne du garage

De plus, notre connaissance du secteur nous permet de réaliser des études prospectives comme la création d'un centre VHU solidaire ou l'inclusion de véhicule sans permis dans l'activité des garages et loueurs solidaires."
